No errors
Max results hit (1000): not all possible results returned; 
96 ms
data source=metars
1000 results
raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
KIRS 270055Z AUTO 00000KT 10SM CLR 04/M13 A3037 RMK AO2 T00401129,KIRS,2019-03-27T00:55:00Z,41.8,-85.43,4.0,-12.9,0,0,,10.0,30.369095,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,282.0
KI69 270055Z AUTO 00000KT 10SM CLR 05/M05 A3037 RMK AO2 T00501055,KI69,2019-03-27T00:55:00Z,39.08,-84.22,5.0,-5.5,0,0,,10.0,30.369095,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,255.0
KHZX 270055Z AUTO 18003KT 10SM SCT042 OVC050 04/M02 A3015 RMK AO2,KHZX,2019-03-27T00:55:00Z,46.62,-93.32,4.0,-2.0,180,3,,10.0,30.15059,,,TRUE,TRUE,,,,,,,SCT,4200,OVC,5000,,,,,VFR,,,,,,,,,,,,METAR,374.0
KY70 270055Z AUTO 12005KT 10SM CLR 02/M09 A3038 RMK AO2 T00241087,KY70,2019-03-27T00:55:00Z,42.93,-85.07,2.4,-8.7,120,5,,10.0,30.380905,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,250.0
KY63 270055Z AUTO 11010KT 10SM OVC018 04/03 A3007 RMK AO2 T00350026,KY63,2019-03-27T00:55:00Z,45.98,-96.0,3.5,2.6,110,10,,10.0,30.070866,,,TRUE,TRUE,,,,,,,OVC,1800,,,,,,,MVFR,,,,,,,,,,,,METAR,367.0
KY31 270055Z AUTO 14004KT 10SM CLR 01/M11 A3036 RMK AO2 T00111106,KY31,2019-03-27T00:55:00Z,44.25,-84.18,1.1,-10.6,140,4,,10.0,30.360237,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,269.0
KWYS 270055Z AUTO 22008KT 10SM FEW070 OVC080 06/M04 A2996 RMK AO2,KWYS,2019-03-27T00:55:00Z,44.67,-111.12,6.0,-4.0,220,8,,10.0,29.958662,,,TRUE,TRUE,,,,,,,FEW,7000,OVC,8000,,,,,VFR,,,,,,,,,,,,METAR,2025.0
KWWD 270055Z AUTO 00000KT 10SM CLR 01/M04 A3035 RMK AO2 SLP279 T00111044 FZRANO,KWWD,2019-03-27T00:55:00Z,39.02,-74.92,1.1,-4.4,0,0,,10.0,30.351377,1027.9,,TRUE,TRUE,,,,TRUE,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,7.0
KVVV 270055Z AUTO 14009KT 7SM CLR 05/03 A3006 RMK AO2,KVVV,2019-03-27T00:55:00Z,45.3,-96.42,5.0,3.0,140,9,,7.0,30.059055,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,335.0
KULM 270055Z AUTO 16008KT 10SM OVC029 08/04 A3016 RMK AO2,KULM,2019-03-27T00:55:00Z,44.32,-94.5,8.0,4.0,160,8,,10.0,30.159449,,,TRUE,TRUE,,,,,,,OVC,2900,,,,,,,MVFR,,,,,,,,,,,,METAR,308.0
KUKT 270055Z AUTO 35005KT 10SM CLR 04/M17 A3034 RMK A01,KUKT,2019-03-27T00:55:00Z,40.43,-75.38,4.0,-17.0,350,5,,10.0,30.339567,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,160.0
KTWM 270055Z AUTO 21003KT 10SM OVC050 04/M04 A3015 RMK AO2,KTWM,2019-03-27T00:55:00Z,47.03,-91.75,4.0,-4.0,210,3,,10.0,30.15059,,,TRUE,TRUE,,,,,,,OVC,5000,,,,,,,VFR,,,,,,,,,,,,METAR,328.0
KTTF 270055Z AUTO 13004KT 10SM CLR 01/M06 A3041 RMK AO2 T00051056,KTTF,2019-03-27T00:55:00Z,41.93,-83.42,0.5,-5.6,130,4,,10.0,30.410433,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,188.0
KTOB 270055Z AUTO 16007KT 10SM OVC037 06/02 A3023 RMK AO2,KTOB,2019-03-27T00:55:00Z,44.02,-92.82,6.0,2.0,160,7,,10.0,30.230314,,,TRUE,TRUE,,,,,,,OVC,3700,,,,,,,VFR,,,,,,,,,,,,METAR,398.0
KPHN 270055Z AUTO 00000KT 10SM CLR M00/M09 A3042 RMK AO2,KPHN,2019-03-27T00:55:00Z,42.92,-82.52,0.0,-9.0,0,0,,10.0,30.41929,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,198.0
KPNM 270055Z AUTO 14004KT 10SM SCT036 OVC048 07/01 A3018 RMK AO2,KPNM,2019-03-27T00:55:00Z,45.57,-93.6,7.0,1.0,140,4,,10.0,30.180119,,,TRUE,TRUE,,,,,,,SCT,3600,OVC,4800,,,,,VFR,,,,,,,,,,,,METAR,298.0
KRNP 270055Z AUTO 00000KT 10SM CLR 01/M09 A3040 RMK AO2 T00111091,KRNP,2019-03-27T00:55:00Z,43.0,-84.13,1.1,-9.1,0,0,,10.0,30.398623,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,224.0
KRMY 270055Z AUTO 00000KT 10SM CLR 02/M11 A3038 RMK AO2 T00221115,KRMY,2019-03-27T00:55:00Z,42.23,-84.95,2.2,-11.5,0,0,,10.0,30.380905,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,287.0
KRGK 270055Z AUTO 15004KT 10SM OVC040 08/M02 A3023 RMK AO2,KRGK,2019-03-27T00:55:00Z,44.58,-92.48,8.0,-2.0,150,4,,10.0,30.230314,,,TRUE,TRUE,,,,,,,OVC,4000,,,,,,,VFR,,,,,,,,,,,,METAR,239.0
KPZQ 270055Z AUTO 13004KT 10SM CLR M01/M06 A3038 RMK AO2 T10061060,KPZQ,2019-03-27T00:55:00Z,45.4,-83.82,-0.6,-6.0,130,4,,10.0,30.380905,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,204.0
KPQN 270055Z AUTO 18009KT 7SM CLR 08/06 A3009 RMK AO2,KPQN,2019-03-27T00:55:00Z,43.97,-96.32,8.0,6.0,180,9,,7.0,30.088583,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,529.0
EHVL 270055Z AUTO 31010KT 9999 OVC100 07/06 Q1031 BLU,EHVL,2019-03-27T00:55:00Z,53.23,4.92,7.0,6.0,310,10,,6.21,30.442913,,,TRUE,,,,,,,,OVC,10000,,,,,,,VFR,,,,,,,,,,,,METAR,5.0
KRRT 270055Z AUTO 21007G14KT 10SM OVC021 03/M01 A3001 RMK AO2,KRRT,2019-03-27T00:55:00Z,48.93,-95.33,3.0,-1.0,210,7,14,10.0,30.008858,,,TRUE,TRUE,,,,,,,OVC,2100,,,,,,,MVFR,,,,,,,,,,,,METAR,327.0
KROS 270055Z AUTO 16005KT 10SM SCT047 OVC065 06/M02 A3018 RMK AO2 T00621018,KROS,2019-03-27T00:55:00Z,45.7,-92.95,6.2,-1.8,160,5,,10.0,30.180119,,,TRUE,TRUE,,,,,,,SCT,4700,OVC,6500,,,,,VFR,,,,,,,,,,,,METAR,281.0
EHWO 270055Z AUTO VRB01KT 9999 SCT390 04/04 Q1032 BLU,EHWO,2019-03-27T00:55:00Z,51.45,4.32,4.0,4.0,0,1,,6.21,30.47244,,,TRUE,,,,,,,,SCT,39000,,,,,,,VFR,,,,,,,,,,,,METAR,17.0
K96D 270055Z AUTO 20013G19KT 9SM OVC008 03/03 A2992 RMK AO2,K96D,2019-03-27T00:55:00Z,48.93,-97.9,3.0,3.0,200,13,19,9.0,29.920275,,,TRUE,TRUE,,,,,,,OVC,800,,,,,,,IFR,,,,,,,,,,,,METAR,290.0
K82C 270055Z AUTO 21003KT 10SM CLR 06/M09 A3029 RMK AO2 T00631095,K82C,2019-03-27T00:55:00Z,43.83,-90.13,6.3,-9.5,210,3,,10.0,30.28937,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,276.0
K7L2 270055Z AUTO 15006KT M1/4SM FG 02/02 A2995 RMK AO2,K7L2,2019-03-27T00:55:00Z,46.22,-100.25,2.0,2.0,150,6,,0.25,29.949802,,,TRUE,TRUE,,,,,,FG,,,,,,,,,,,,,,,,,,,,,METAR,543.0
K6S2 270055Z AUTO 32005KT 10SM CLR 13/02 A2994 RMK AO2,K6S2,2019-03-27T00:55:00Z,43.98,-124.12,13.0,2.0,320,5,,10.0,29.940945,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,16.0
K6L4 270055Z AUTO 33004KT 10SM CLR 06/M11 A3028 RMK AO2,K6L4,2019-03-27T00:55:00Z,37.85,-81.92,6.0,-11.0,330,4,,10.0,30.280512,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,508.0
K6B9 270055Z AUTO 00000KT 10SM CLR M03/M12 A3040 RMK AO2,K6B9,2019-03-27T00:55:00Z,42.92,-76.43,-3.0,-12.0,0,0,,10.0,30.398623,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,316.0
K5M9 270055Z AUTO 36003KT 10SM CLR 06/M06 A3035 RMK AO2 T00641059,K5M9,2019-03-27T00:55:00Z,37.33,-88.12,6.4,-5.9,360,3,,10.0,30.351377,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,199.0
K5H4 270055Z AUTO 19007KT 4SM BR OVC004 02/02 A2992 RMK AO2,K5H4,2019-03-27T00:55:00Z,47.78,-99.93,2.0,2.0,190,7,,4.0,29.920275,,,TRUE,TRUE,,,,,,BR,OVC,400,,,,,,,LIFR,,,,,,,,,,,,METAR,490.0
K57C 270055Z AUTO 14005KT 10SM CLR 03/M06 A3035 RMK AO2 T00281060,K57C,2019-03-27T00:55:00Z,42.8,-88.37,2.8,-6.0,140,5,,10.0,30.351377,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,262.0
K54J 270055Z AUTO 33008KT 10SM BKN037 13/07 A3015 RMK AO2 T01300070,K54J,2019-03-27T00:55:00Z,30.73,-86.15,13.0,7.0,330,8,,10.0,30.15059,,,TRUE,TRUE,,,,,,,BKN,3700,,,,,,,VFR,,,,,,,,,,,,METAR,88.0
K4S2 270055Z AUTO 10SM CLR 14/M01 A2997 RMK AO2,K4S2,2019-03-27T00:55:00Z,45.68,-121.55,14.0,-1.0,,,,10.0,29.970472,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,192.0
K4R5 270055Z AUTO 20005KT 10SM BKN075 05/M05 A3020 RMK AO2 T00471051,K4R5,2019-03-27T00:55:00Z,46.78,-90.77,4.7,-5.1,200,5,,10.0,30.200787,,,TRUE,TRUE,,,,,,,BKN,7500,,,,,,,VFR,,,,,,,,,,,,METAR,198.0
K4M9 270055Z AUTO 08008KT 10SM CLR 10/M00 A3033 RMK AO2 PWINO,K4M9,2019-03-27T00:55:00Z,36.4,-90.65,10.0,0.0,80,8,,10.0,30.33071,,,TRUE,TRUE,,,,,TRUE,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,90.0
K4A6 270055Z AUTO 36006G12KT 10SM CLR 13/00 A3021 RMK AO2,K4A6,2019-03-27T00:55:00Z,34.68,-86.0,13.0,0.0,360,6,12,10.0,30.209646,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,198.0
K46D 270055Z AUTO 19013KT 4SM BR OVC004 02/02 A2995 RMK AO2,K46D,2019-03-27T00:55:00Z,47.45,-99.15,2.0,2.0,190,13,,4.0,29.949802,,,TRUE,TRUE,,,,,,BR,OVC,400,,,,,,,LIFR,,,,,,,,,,,,METAR,490.0
K2P2 270055Z AUTO 18007G16KT 150V210 10SM CLR 00/M03 A3030 RMK AO2 T00001030,K2P2,2019-03-27T00:55:00Z,45.38,-86.92,0.0,-3.0,180,7,16,10.0,30.301182,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,199.0
K2D5 270055Z AUTO 08007KT 4SM BR CLR 01/01 A2999 RMK AO2 PWINO,K2D5,2019-03-27T00:55:00Z,46.17,-98.08,1.0,1.0,80,7,,4.0,29.991142,,,TRUE,TRUE,,,,,TRUE,BR,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,407.0
K24J 270055Z AUTO 07008G14KT 10SM BKN060 OVC075 19/13 A3003 RMK A01,K24J,2019-03-27T00:55:00Z,30.3,-83.03,19.0,13.0,70,8,14,10.0,30.029528,,,TRUE,TRUE,,,,,,,BKN,6000,OVC,7500,,,,,VFR,,,,,,,,,,,,METAR,32.0
K20U 270055Z AUTO 16006KT 10SM CLR 10/07 A2983 RMK AO2,K20U,2019-03-27T00:55:00Z,46.93,-103.98,10.0,7.0,160,6,,10.0,29.828741,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,840.0
K0S9 270055Z AUTO 29004KT 10SM SCT039 12/05 A3003 RMK AO2,K0S9,2019-03-27T00:55:00Z,48.05,-122.82,12.0,5.0,290,4,,10.0,30.029528,,,TRUE,TRUE,,,,,,,SCT,3900,,,,,,,VFR,,,,,,,,,,,,METAR,33.0
K08D 270055Z AUTO 19005KT 10SM CLR 07/07 A2981 RMK AO2,K08D,2019-03-27T00:55:00Z,48.3,-102.4,7.0,7.0,190,5,,10.0,29.811024,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,684.0
K06D 270055Z AUTO 19011KT 1/2SM FG OVC002 01/01 A2986 RMK AO2,K06D,2019-03-27T00:55:00Z,48.88,-99.62,1.0,1.0,190,11,,0.5,29.861221,,,TRUE,TRUE,,,,,,FG,OVC,200,,,,,,,LIFR,,,,,,,,,,,,METAR,556.0
KAEJ 270055Z AUTO 19004KT 10SM CLR 12/M12 A3016 RMK AO2 T01221122,KAEJ,2019-03-27T00:55:00Z,38.82,-106.12,12.2,-12.2,190,4,,10.0,30.159449,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,2422.0
KADU 270055Z AUTO 00000KT 10SM CLR 09/05 A3021 RMK AO2,KADU,2019-03-27T00:55:00Z,41.7,-94.92,9.0,5.0,0,0,,10.0,30.209646,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,392.0
K9D7 270055Z AUTO 19013KT 2SM BR OVC002 02/02 A2992 RMK AO2,K9D7,2019-03-27T00:55:00Z,48.48,-99.23,2.0,2.0,190,13,,2.0,29.920275,,,TRUE,TRUE,,,,,,BR,OVC,200,,,,,,,LIFR,,,,,,,,,,,,METAR,452.0
KDNS 270055Z AUTO 16009KT 10SM CLR 11/06 A3017 RMK AO2,KDNS,2019-03-27T00:55:00Z,41.97,-95.37,11.0,6.0,160,9,,10.0,30.171259,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,388.0
KDNA 270055Z AUTO 12010KT 10SM CLR 26/09 A3003 RMK AO2,KDNA,2019-03-27T00:55:00Z,31.88,-106.7,26.0,9.0,120,10,,10.0,30.029528,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1253.0
KDLL 270055Z AUTO 21004KT 10SM CLR 04/M10 A3031 RMK AO2 T00431103,KDLL,2019-03-27T00:55:00Z,43.52,-89.77,4.3,-10.3,210,4,,10.0,30.31004,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,299.0
KDEH 270055Z AUTO 16007KT 10SM CLR 05/M03 A3026 RMK AO2,KDEH,2019-03-27T00:55:00Z,43.27,-91.72,5.0,-3.0,160,7,,10.0,30.259842,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,353.0
KD60 270055Z AUTO 18006KT 10SM CLR 08/08 A2980 RMK AO2,KD60,2019-03-27T00:55:00Z,48.38,-102.9,8.0,8.0,180,6,,10.0,29.799213,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,693.0
KD57 270055Z AUTO 19007KT 10SM BKN009 04/02 A2987 RMK AO2 PWINO,KD57,2019-03-27T00:55:00Z,46.82,-101.87,4.0,2.0,190,7,,10.0,29.870079,,,TRUE,TRUE,,,,,TRUE,,BKN,900,,,,,,,IFR,,,,,,,,,,,,METAR,637.0
KD55 270055Z AUTO 20019KT 1/2SM BR OVC001 02/02 A2990 RMK AO2,KD55,2019-03-27T00:55:00Z,48.75,-98.4,2.0,2.0,200,19,,0.5,29.899607,,,TRUE,TRUE,,,,,,BR,OVC,100,,,,,,,LIFR,,,,,,,,,,,,METAR,491.0
KD50 270055Z AUTO 00000KT 9SM CLR 11/08 A2977 RMK AO2,KD50,2019-03-27T00:55:00Z,48.93,-103.3,11.0,8.0,0,0,,9.0,29.769686,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,595.0
KCSQ 270055Z AUTO 14007KT 10SM CLR 08/05 A3023 RMK AO2,KCSQ,2019-03-27T00:55:00Z,41.02,-94.37,8.0,5.0,140,7,,10.0,30.230314,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,394.0
KCQW 270055Z AUTO 04007KT 10SM OVC060 11/03 A3023 RMK AO2,KCQW,2019-03-27T00:55:00Z,34.72,-79.95,11.0,3.0,40,7,,10.0,30.230314,,,TRUE,TRUE,,,,,,,OVC,6000,,,,,,,VFR,,,,,,,,,,,,METAR,73.0
KCPT 270055Z AUTO 10008KT 10SM CLR 18/07 A3026 RMK AO2,KCPT,2019-03-27T00:55:00Z,32.35,-97.43,18.0,7.0,100,8,,10.0,30.259842,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,260.0
KCNC 270055Z AUTO 17006KT 10SM FEW044 SCT070 08/03 A3027 RMK AO2,KCNC,2019-03-27T00:55:00Z,41.02,-93.37,8.0,3.0,170,6,,10.0,30.268702,,,TRUE,TRUE,,,,,,,FEW,4400,SCT,7000,,,,,VFR,,,,,,,,,,,,METAR,320.0
KCMR 270055Z AUTO 24007G14KT 10SM FEW120 15/M08 A3012 RMK AO2,KCMR,2019-03-27T00:55:00Z,35.3,-112.2,15.0,-8.0,240,7,14,10.0,30.121063,,,TRUE,TRUE,,,,,,,FEW,12000,,,,,,,VFR,,,,,,,,,,,,METAR,2036.0
KCLW 270055Z AUTO 30006KT 10SM CLR 18/15 A3003 RMK AO2,KCLW,2019-03-27T00:55:00Z,27.98,-82.75,18.0,15.0,300,6,,10.0,30.029528,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,22.0
KCLS 270055Z AUTO 02007KT 10SM CLR 15/02 A2999 RMK AO2,KCLS,2019-03-27T00:55:00Z,46.68,-122.98,15.0,2.0,20,7,,10.0,29.991142,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,54.0
KCLI 270055Z AUTO 18004KT 10SM CLR 04/M08 A3029 RMK AO2 T00361081,KCLI,2019-03-27T00:55:00Z,44.62,-88.73,3.6,-8.1,180,4,,10.0,30.28937,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,250.0
KCKZ 270055Z AUTO 36005KT 10SM CLR 04/M17 A3034 RMK AO2,KCKZ,2019-03-27T00:55:00Z,40.38,-75.28,4.0,-17.0,360,5,,10.0,30.339567,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,173.0
KCIN 270055Z AUTO 15008KT 10SM CLR 08/06 A3019 RMK AO2,KCIN,2019-03-27T00:55:00Z,42.03,-94.77,8.0,6.0,150,8,,10.0,30.188976,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,375.0
KCGC 270055Z AUTO 00000KT 10SM CLR 15/13 A3002 RMK AO2,KCGC,2019-03-27T00:55:00Z,28.87,-82.57,15.0,13.0,0,0,,10.0,30.02067,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,3.0
KCFJ 270055Z AUTO 07003KT 10SM CLR 03/M08 A3037 RMK AO2 T00311076,KCFJ,2019-03-27T00:55:00Z,39.98,-86.92,3.1,-7.6,70,3,,10.0,30.369095,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,244.0
KCDN 270055Z AUTO 00000KT 10SM BKN055 09/06 A3023 RMK AO2,KCDN,2019-03-27T00:55:00Z,34.28,-80.57,9.0,6.0,0,0,,10.0,30.230314,,,TRUE,TRUE,,,,,,,BKN,5500,,,,,,,VFR,,,,,,,,,,,,METAR,92.0
KCCY 270055Z AUTO 16008KT 10SM FEW046 06/M01 A3026 RMK AO2,KCCY,2019-03-27T00:55:00Z,43.07,-92.62,6.0,-1.0,160,8,,10.0,30.259842,,,TRUE,TRUE,,,,,,,FEW,4600,,,,,,,VFR,,,,,,,,,,,,METAR,343.0
KCBF 270055Z AUTO 16012KT 10SM CLR 12/07 A3016 RMK AO2,KCBF,2019-03-27T00:55:00Z,41.27,-95.77,12.0,7.0,160,12,,10.0,30.159449,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,382.0
KCAV 270055Z AUTO 17009KT 10SM FEW046 OVC055 09/05 A3022 RMK AO2 PWINO,KCAV,2019-03-27T00:55:00Z,42.75,-93.77,9.0,5.0,170,9,,10.0,30.221457,,,TRUE,TRUE,,,,,TRUE,,FEW,4600,OVC,5500,,,,,VFR,,,,,,,,,,,,METAR,354.0
KBYL 270055Z AUTO 02006KT 10SM CLR 08/M08 A3027 RMK AO1,KBYL,2019-03-27T00:55:00Z,36.8,-84.2,8.0,-8.0,20,6,,10.0,30.268702,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,359.0
KBWW 270055Z AUTO 15007KT 10SM CLR 06/05 A2973 RMK AO2,KBWW,2019-03-27T00:55:00Z,46.17,-103.3,6.0,5.0,150,7,,10.0,29.731298,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,910.0
KBVU 270055Z AUTO 15014G20KT 10SM CLR 25/M08 A2989 RMK AO2,KBVU,2019-03-27T00:55:00Z,35.95,-114.87,25.0,-8.0,150,14,20,10.0,29.890747,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,671.0
KBUU 270055Z AUTO 15006KT 10SM CLR 02/M08 A3037 RMK AO2 T00171081,KBUU,2019-03-27T00:55:00Z,42.68,-88.3,1.7,-8.1,150,6,,10.0,30.369095,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,237.0
KBRG 270055Z AUTO 18016G22KT 10SM CLR 22/M04 A3008 RMK AO2 T02191042,KBRG,2019-03-27T00:55:00Z,34.65,-106.83,21.9,-4.2,180,16,22,10.0,30.079725,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1585.0
KBOW 270055Z AUTO 31006KT 10SM CLR 23/15 A3001 RMK AO2,KBOW,2019-03-27T00:55:00Z,27.93,-81.77,23.0,15.0,310,6,,10.0,30.008858,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,39.0
KBNW 270055Z AUTO 16008KT 10SM BKN050 OVC055 08/06 A3022 RMK AO2,KBNW,2019-03-27T00:55:00Z,42.03,-93.83,8.0,6.0,160,8,,10.0,30.221457,,,TRUE,TRUE,,,,,,,BKN,5000,OVC,5500,,,,,VFR,,,,,,,,,,,,METAR,354.0
KBNL 270055Z AUTO 05011KT 10SM BKN085 13/07 A3017 RMK AO2,KBNL,2019-03-27T00:55:00Z,33.25,-81.38,13.0,7.0,50,11,,10.0,30.171259,,,TRUE,TRUE,,,,,,,BKN,8500,,,,,,,VFR,,,,,,,,,,,,METAR,75.0
KBDN 270055Z AUTO 01005KT 10SM CLR 12/M06 A2989 RMK AO2,KBDN,2019-03-27T00:55:00Z,44.1,-121.2,12.0,-6.0,10,5,,10.0,29.890747,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1055.0
KBCK 270055Z AUTO 19003KT 10SM CLR 03/M07 A3027 RMK AO2 T00291071,KBCK,2019-03-27T00:55:00Z,44.25,-90.85,2.9,-7.1,190,3,,10.0,30.268702,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,255.0
KBBP 270055Z AUTO 02004KT 10SM SCT060 09/04 A3023 RMK AO2,KBBP,2019-03-27T00:55:00Z,34.62,-79.73,9.0,4.0,20,4,,10.0,30.230314,,,TRUE,TRUE,,,,,,,SCT,6000,,,,,,,VFR,,,,,,,,,,,,METAR,45.0
KBAC 270055Z AUTO 15007KT 5SM BR OVC009 01/01 A3000 RMK AO2,KBAC,2019-03-27T00:55:00Z,46.93,-98.02,1.0,1.0,150,7,,5.0,30.0,,,TRUE,TRUE,,,,,,BR,OVC,900,,,,,,,IFR,,,,,,,,,,,,METAR,427.0
KAXA 270055Z AUTO 16011KT 10SM SCT035 SCT041 BKN049 09/07 A3018 RMK AO2 PWINO,KAXA,2019-03-27T00:55:00Z,43.07,-94.27,9.0,7.0,160,11,,10.0,30.180119,,,TRUE,TRUE,,,,,TRUE,,SCT,3500,SCT,4100,BKN,4900,,,VFR,,,,,,,,,,,,METAR,372.0
KAWG 270055Z AUTO 14006KT 10SM CLR 06/M10 A3033 RMK AO2,KAWG,2019-03-27T00:55:00Z,41.27,-91.67,6.0,-10.0,140,6,,10.0,30.33071,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,230.0
KATS 270055Z AUTO 14015KT 10SM CLR 22/09 A3011 RMK AO2,KATS,2019-03-27T00:55:00Z,32.85,-104.47,22.0,9.0,140,15,,10.0,30.109253,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1081.0
KARV 270055Z AUTO 23005KT 10SM CLR 04/M07 A3022 RMK AO2 T00401071,KARV,2019-03-27T00:55:00Z,45.92,-89.72,4.0,-7.1,230,5,,10.0,30.221457,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,496.0
KAQX 270055Z AUTO 00000KT 10SM SCT100 13/07 A3016 RMK AO2,KAQX,2019-03-27T00:55:00Z,32.98,-81.27,13.0,7.0,0,0,,10.0,30.159449,,,TRUE,TRUE,,,,,,,SCT,10000,,,,,,,VFR,,,,,,,,,,,,METAR,49.0
